family,member,distortion_type,seed,mean_disp,median_disp,p90_disp,p95_disp,max_disp,std_disp,affected_2px_pct,affected_4px_pct,affected_6px_pct
FAMILY-1,CHILD,elastic,4200000,7.782495498657227,7.598294258117676,12.470263004302979,13.765807390213013,18.63656997680664,3.4621529579162598,96.24920280612244,86.14875637755102,67.28117028061224
FAMILY-1,CHILD,local,4200001,3.240002393722534,3.146609306335449,5.177048921585083,6.1657702922821045,8.640338897705078,1.5769586563110352,75.76132015306123,29.761240433673468,5.454799107142857
FAMILY-1,CHILD,bending,4200002,6.373988628387451,6.819768905639648,9.858584880828857,10.375178098678589,11.533378601074219,2.9048166275024414,89.84175701530613,74.70703125,58.03571428571429
FAMILY-1,CHILD,elastic,4200010,8.484108924865723,8.543577194213867,13.372940063476562,15.024539232254028,20.88899040222168,3.8553390502929688,96.3687818877551,85.68239795918367,71.44252232142857
FAMILY-1,CHILD,local,4200011,2.7488789558410645,2.7228806018829346,4.244746208190918,4.7153472900390625,5.387479305267334,1.166190266609192,71.37675382653062,13.691804846938776,0.0
FAMILY-1,CHILD,bending,4200012,5.138026237487793,5.492548942565918,7.945499420166016,8.365970611572266,9.311789512634277,2.3399693965911865,86.09893176020408,67.06792091836735,43.309550382653065
FAMILY-1,CHILD,elastic,4200020,6.492473602294922,6.3347578048706055,10.751766204833984,11.861394166946411,14.854350090026855,3.0942389965057373,93.61447704081633,75.6656568877551,53.52558992346938
FAMILY-1,CHILD,local,4200021,4.496169567108154,4.455265998840332,7.337425231933594,8.119163990020752,10.8921537399292,2.115891933441162,87.35650510204081,58.48413584183674,23.499282525510203
FAMILY-1,CHILD,bending,4200022,5.917325973510742,6.469442367553711,9.22408151626587,9.517083883285522,9.984793663024902,2.7799201011657715,87.17912946428571,71.69961734693877,54.595822704081634
FAMILY-1,CHILD,elastic,4200030,7.681777000427246,7.658608436584473,12.42483377456665,13.69402265548706,19.457727432250977,3.6367721557617188,94.78635204081633,81.44132653061224,65.03507653061224
FAMILY-1,CHILD,local,4200031,2.785883665084839,2.712325096130371,4.487864017486572,4.7248945236206055,5.337413311004639,1.1514369249343872,71.97863520408163,16.80683992346939,0.0
FAMILY-1,CHILD,bending,4200032,4.670414447784424,5.048593997955322,7.25166654586792,7.569944143295288,8.23509693145752,2.152635335922241,83.78308354591837,62.83482142857143,35.54886798469388
FAMILY-1,CHILD,elastic,4200040,7.6678643226623535,7.578278064727783,12.342729568481445,13.22113299369812,21.642562866210938,3.522830009460449,95.66525829081633,83.43829719387756,65.53132971938776
FAMILY-1,CHILD,local,4200041,4.274162292480469,3.9895849227905273,7.390315771102905,8.011269569396973,9.18584156036377,2.062258243560791,86.2125318877551,49.80269451530612,22.81768176020408
FAMILY-1,CHILD,bending,4200042,6.664665222167969,7.240940093994141,10.367235660552979,10.768799543380737,11.558362007141113,3.0944063663482666,89.45511798469387,75.5141900510204,60.57079081632652
FAMILY-1,FATHER,elastic,4200050,7.958890438079834,8.141433715820312,12.256275177001953,13.20354151725769,19.574697494506836,3.4217686653137207,95.82469706632652,84.65800382653062,70.32047193877551
FAMILY-1,FATHER,local,4200051,3.7628836631774902,3.652524471282959,6.199322700500488,6.725240468978882,8.479609489440918,1.7616373300552368,83.20711096938776,42.10180165816326,12.665417729591837
FAMILY-1,FATHER,bending,4200052,7.136355876922607,7.692272186279297,11.067572116851807,11.584287166595459,12.6951265335083,3.2763495445251465,91.14317602040816,77.74832589285714,63.645966198979586
FAMILY-1,FATHER,elastic,4200060,6.589748382568359,6.433449745178223,10.688486576080322,12.031752347946167,17.85620880126953,3.1095774173736572,94.19244260204081,78.27048788265306,55.00837053571429
FAMILY-1,FATHER,local,4200061,4.625542640686035,4.477077484130859,7.625518560409546,8.701011180877686,11.957756996154785,2.2362003326416016,87.68933354591837,59.12189094387755,25.131536989795915
FAMILY-1,FATHER,bending,4200062,4.835968971252441,5.309430122375488,7.544760704040527,7.76852285861969,8.054015159606934,2.2918567657470703,83.48014987244898,64.46109693877551,40.78842474489796
FAMILY-1,FATHER,elastic,4200070,6.349575519561768,6.4525251388549805,9.883030414581299,10.790880918502808,14.518656730651855,2.6882474422454834,93.7141262755102,79.21117665816327,56.35961415816326
FAMILY-1,FATHER,local,4200071,4.112232685089111,3.741137981414795,7.594551086425781,8.284167528152466,10.316685676574707,2.2400240898132324,80.52853954081633,45.89644451530612,21.09375
FAMILY-1,FATHER,bending,4200072,6.632348537445068,7.265353202819824,10.345439434051514,10.662386894226074,11.063138961791992,3.1304306983947754,88.63201530612244,75.05779655612244,60.540896045918366
FAMILY-1,FATHER,elastic,4200080,7.735530376434326,7.563953399658203,12.524378776550293,14.357592105865479,20.927448272705078,3.7288007736206055,95.8725286989796,82.35411352040816,65.84821428571429
FAMILY-1,FATHER,local,4200081,4.944201946258545,4.887543678283691,8.054872512817383,9.12714171409607,10.376173973083496,2.334940195083618,88.10985331632652,62.12930484693877,35.99131058673469
FAMILY-1,FATHER,bending,4200082,6.08970308303833,6.49235725402832,9.40373945236206,9.927089929580688,11.12689208984375,2.763965606689453,89.34550382653062,73.34980867346938,55.321269132653065
FAMILY-1,FATHER,elastic,4200090,7.501481533050537,7.167958736419678,12.668155670166016,14.239268779754639,19.062807083129883,3.6576459407806396,95.00558035714286,82.48166454081633,62.08944515306123
FAMILY-1,FATHER,local,4200091,4.6809163093566895,4.5419816970825195,7.732841968536377,8.145359992980957,11.216836929321289,2.3106906414031982,87.00175382653062,58.71930803571429,30.520567602040817
FAMILY-1,FATHER,bending,4200092,6.141225337982178,6.710228443145752,9.571466445922852,9.87795352935791,10.40548324584961,2.880143165588379,87.84080038265306,72.87348533163265,56.60076530612245
FAMILY-1,MOTHER,elastic,4200100,8.506587028503418,8.342007637023926,13.740522861480713,15.396812915802002,19.823444366455078,3.9217424392700195,96.53021364795919,86.59119897959184,70.5078125
FAMILY-1,MOTHER,local,4200101,4.762546539306641,4.58620548248291,7.764933347702026,8.824177980422974,10.398640632629395,2.151033639907837,91.01163903061224,61.16470025510205,26.50868941326531
FAMILY-1,MOTHER,bending,4200102,3.39208984375,3.6528160572052,5.259675979614258,5.508158087730408,6.045889377593994,1.5560188293457031,76.38113839285714,42.930883290816325,0.06975446428571429
FAMILY-1,MOTHER,elastic,4200110,6.181844234466553,5.970052242279053,10.04599380493164,10.986597061157227,14.279150009155273,2.801546096801758,94.09080038265306,75.86694834183673,49.609375
FAMILY-1,MOTHER,local,4200111,4.058376312255859,4.0734405517578125,6.581428050994873,7.066986441612244,8.99204158782959,1.9643783569335938,81.47919323979592,51.026387117346935,18.405213647959183
FAMILY-1,MOTHER,bending,4200112,7.169197082519531,7.624013900756836,11.05531120300293,11.700132131576538,13.194615364074707,3.244419574737549,92.52630739795919,78.2844387755102,63.98477359693877
FAMILY-1,MOTHER,elastic,4200120,7.8033246994018555,7.684527397155762,12.862186908721924,14.244368314743042,18.565305709838867,3.8229658603668213,94.41366390306123,81.19818239795919,64.59263392857143
FAMILY-1,MOTHER,local,4200121,3.822791814804077,3.743718147277832,6.187174320220947,6.935573220252991,9.42429256439209,1.844994068145752,81.52702487244898,45.53970025510204,12.005739795918368
FAMILY-1,MOTHER,bending,4200122,4.151584148406982,4.43264102935791,6.416188716888428,6.76325535774231,7.554239749908447,1.8875391483306885,81.74426020408163,56.68247767857143,19.593032525510203
FAMILY-1,MOTHER,elastic,4200130,7.421276569366455,7.19537353515625,11.561437606811523,13.137322664260864,20.004722595214844,3.2589266300201416,95.90640943877551,85.29974489795919,66.15911989795919
FAMILY-1,MOTHER,local,4200131,4.495606899261475,4.3148274421691895,7.377876043319702,8.153115510940552,10.758089065551758,2.104271173477173,87.78499681122449,54.71141581632652,25.821109693877553
FAMILY-1,MOTHER,bending,4200132,3.465848922729492,3.7740249633789062,5.396217346191406,5.590784788131714,5.954131603240967,1.6158649921417236,76.51267538265306,45.84263392857143,0.0
FAMILY-1,MOTHER,elastic,4200140,7.7500176429748535,7.545531272888184,12.346655368804932,13.603190183639526,22.413238525390625,3.506990432739258,96.03396045918367,84.72576530612244,66.8327487244898
FAMILY-1,MOTHER,local,4200141,4.901445388793945,4.583673477172852,8.646676540374756,10.072578191757202,11.934304237365723,2.5757384300231934,87.74713010204081,59.04217155612245,29.563934948979593
FAMILY-1,MOTHER,bending,4200142,5.936576843261719,6.436247825622559,9.229750633239746,9.606628656387329,10.36778450012207,2.7478725910186768,87.85674426020408,72.00454400510205,54.41446109693877
FAMILY-10,CHILD,elastic,4200150,7.392897605895996,7.2018141746521,12.200839519500732,13.270450592041016,17.212940216064453,3.5023369789123535,94.27016900510205,80.91119260204081,62.76905293367348
FAMILY-10,CHILD,local,4200151,3.577045440673828,3.565094470977783,5.8846118450164795,6.354451656341553,7.535898208618164,1.676159381866455,79.54001913265306,41.6812818877551,8.655532525510203
FAMILY-10,CHILD,bending,4200152,4.331733703613281,4.666640281677246,6.717427492141724,7.032409429550171,7.713999271392822,1.9878066778182983,82.39397321428571,59.19563137755102,27.074697066326532
FAMILY-10,CHILD,elastic,4200160,5.750584602355957,5.726800918579102,9.275354862213135,10.180424690246582,13.628000259399414,2.6008524894714355,91.66135204081633,72.77383609693877,46.13560267857143
FAMILY-10,CHILD,local,4200161,2.4288952350616455,2.4650397300720215,3.8726065158843994,4.119804263114929,4.691343307495117,1.0573580265045166,63.87515943877551,7.425860969387756,0.0
FAMILY-10,CHILD,bending,4200162,3.3185434341430664,3.612607479095459,5.166535377502441,5.354169249534607,5.707368850708008,1.5464454889297485,75.28898278061224,42.1077806122449,0.0
FAMILY-10,CHILD,elastic,4200170,6.855348110198975,6.5875701904296875,11.479949474334717,12.450177192687988,14.904877662658691,3.1917130947113037,94.84414859693877,79.22114158163265,56.97743941326531
FAMILY-10,CHILD,local,4200171,4.798007488250732,4.638596534729004,8.703125476837158,9.340761661529541,11.342731475830078,2.6604197025299072,82.42984693877551,57.93407206632652,32.75470344387755
